effective_pass,train_objective,test_word_error
0.014543339150668994,2458.7008692022414,1.0
2.908667830133799,2322.6751039919636,1.0
5.817335660267598,2218.559121512605,1.0
8.726003490401396,2137.6203158659528,1.0
11.634671320535196,2070.881981012746,1.0
14.543339150668993,2013.2258623131315,1.0
17.452006980802793,1962.392175043586,1.0
20.36067481093659,1917.2264068064562,1.0
23.26934264107039,1876.510935176772,1.0
26.17801047120419,1840.378311949918,1.0
29.086678301337987,1807.2269427687077,1.0
31.995346131471784,1777.016244618666,1.0
34.904013961605585,1749.2542951495707,0.9997092177958709
37.81268179173939,1723.7993101428865,0.9991276533876127
40.72134962187318,1700.0960866191572,0.9991276533876127
43.63001745200698,1678.159611336707,0.9985460889793545
46.53868528214078,1657.7228588252583,0.9979645245710963
49.44735311227458,1638.8610248658536,0.997382960162838
52.35602094240838,1621.280736587883,0.9959290491421925
55.26468877254218,1604.655596403894,0.994475138121547
58.17335660267597,1589.1422437550932,0.9936027915091596
61.082024432809774,1574.590345671453,0.9936027915091596
63.99069226294357,1560.7547763203504,0.9927304448967723
66.89936009307738,1547.7279962232308,0.991858098284385
69.80802792321117,1535.3802684352754,0.9915673160802558
72.71669575334496,1523.5186342940665,0.9904041872637395
75.62536358347877,1512.1907000477797,0.9898226228554813
78.53403141361257,1501.4706620231955,0.988950276243094
81.44269924374636,1491.24446342406,0.988950276243094
84.35136707388017,1481.430675006526,0.9883687118348357
87.26003490401396,1472.148002441305,0.9866240186100611
90.16870273414776,1463.2930142189552,0.9869148008141901
93.07737056428157,1454.7552878525169,0.9860424542018028
95.98603839441536,1446.576977023507,0.9840069787728991
98.89470622454915,1438.6863678888967,0.9840069787728991
101.80337405468296,1431.0923451214414,0.9834254143646409
104.71204188481676,1423.8851583535386,0.9813899389357371
107.62070971495055,1416.9388481484896,0.9808083745274789
110.52937754508436,1410.1142841732167,0.9793544635068334
113.43804537521815,1403.5353793800584,0.9790636813027043
116.34671320535195,1397.230869608854,0.9787728990985751
119.25538103548574,1391.1635470856863,0.9781913346903169
122.16404886561955,1385.3150459050626,0.9767374236696714
125.07271669575334,1379.6489154935605,0.9755742948531549
127.98138452588714,1374.2396467637664,0.9749927304448968
130.89005235602093,1368.9047045964783,0.9747019482407676
133.79872018615475,1363.7388055317224,0.9729572550159931
136.70738801628855,1358.711117340086,0.9735388194242512
139.61605584642234,1353.8501814151123,0.9735388194242512
142.52472367655614,1349.1650192342452,0.9712125617912184
145.43339150668993,1344.6063179012,0.9706309973829602
