effective_pass,train_objective,test_word_error
0.005817335660267597,317638.87466154667,1.0
0.058173356602675974,1360999.131780068,0.997092177958709
0.11634671320535195,1043909.0225117669,0.9927304448967723
0.17452006980802792,871637.3263741955,0.9898226228554813
0.2326934264107039,769788.2369374214,0.989241058447223
0.29086678301337987,806600.7522309945,1.0
0.34904013961605584,759772.9823803108,0.9956382669380633
0.4072134962187318,754122.6300729733,0.991858098284385
0.4653868528214078,767770.297554253,0.9936027915091596
0.5235602094240838,809211.3110239673,0.9959290491421925
0.5817335660267597,796440.2479724586,0.9938935737132888
0.6399069226294357,762537.4585455705,0.9982553067752253
0.6980802792321117,791381.2807338259,0.9962198313463216
0.7562536358347877,784130.2359715987,0.9909857516719977
0.8144269924374636,740686.9957083636,0.9991276533876127
0.8726003490401396,748376.2452548516,0.9906949694678686
0.9307737056428156,944999.498870588,0.9991276533876127
0.9889470622454916,881744.7739182978,0.9959290491421925
1.0471204188481675,751637.6073235844,0.9950567025298052
1.1052937754508436,930920.8938350934,0.9921488804885141
1.1634671320535195,841023.6438227505,0.9933120093050305
1.2216404886561956,902288.9181189399,0.9912765338761268
1.2798138452588714,851941.979251827,0.9962198313463216
1.3379872018615475,782952.570985734,0.9933120093050305
1.3961605584642234,790417.7669011747,0.9962198313463216
1.4543339150668995,838692.7769851258,0.9904041872637395
1.5125072716695753,806563.0303529641,0.9968013957545798
1.5706806282722514,796536.7505335612,0.9994184355917418
1.6288539848749273,746833.6911913323,0.9950567025298052
1.6870273414776034,839379.2466913682,0.9906949694678686
1.7452006980802792,754404.29514824,0.9941843559174178
1.8033740546829553,789479.3239306202,0.9953474847339343
1.8615474112856312,889121.8529516783,0.9968013957545798
1.9197207678883073,718772.4587011734,0.994475138121547
1.9778941244909831,988427.085209381,0.9976737423669672
2.036067481093659,884829.6056762639,0.9959290491421925
2.094240837696335,866838.5197874345,0.9927304448967723
2.152414194299011,869630.2751122556,0.9982553067752253
2.2105875509016872,912951.4653301927,0.9901134050596103
2.268760907504363,816047.4324648054,0.9895318406513521
2.326934264107039,791973.767098032,0.9959290491421925
