effective_pass,train_objective,test_word_error
0.005817335660267597,317638.87466154667,1.0
0.058173356602675974,483713.33334226627,0.9965106135504507
0.11634671320535195,297542.4437415757,0.9950567025298052
0.17452006980802792,315235.5317294972,0.9991276533876127
0.2326934264107039,331936.45529101964,0.994475138121547
0.29086678301337987,293345.4332525976,0.9956382669380633
0.34904013961605584,401989.3023572784,0.9770282058738006
0.4072134962187318,275039.4547781715,0.994475138121547
0.4653868528214078,229441.62276993974,0.9936027915091596
0.5235602094240838,340614.5909001526,0.997382960162838
0.5817335660267597,216717.02447773432,0.994475138121547
0.6399069226294357,261092.9399565209,0.9915673160802558
0.6980802792321117,190383.84916463128,0.9872055830183193
0.7562536358347877,258799.58329443267,0.9793544635068334
0.8144269924374636,280121.4931989145,0.9886594940389648
0.8726003490401396,178091.9758917413,0.98371619656877
0.9307737056428156,396925.1598558602,0.9895318406513521
0.9889470622454916,240367.9153801747,0.9834254143646409
1.0471204188481675,276743.9234535105,0.9979645245710963
1.1052937754508436,327613.63498046465,0.9950567025298052
1.1634671320535195,414483.8978908951,0.9723756906077348
1.2216404886561956,289909.37403295096,0.9776097702820588
1.2798138452588714,352982.2897405211,0.9810991567316081
1.3379872018615475,215559.80899233907,0.9793544635068334
1.3961605584642234,209589.3363943132,0.9909857516719977
1.4543339150668995,235051.61413656446,0.9924396626926432
1.5125072716695753,245552.84347302947,0.9930212271009015
1.5706806282722514,245260.1464089432,0.9880779296307066
1.6288539848749273,249669.76768978313,0.9831346321605118
1.6870273414776034,346921.11218189046,0.9982553067752253
1.7452006980802792,225324.0569823967,0.9860424542018028
1.8033740546829553,323007.85852482263,0.9959290491421925
1.8615474112856312,369075.76639053837,0.9773189880779296
1.9197207678883073,347997.8311332284,0.9956382669380633
1.9778941244909831,196052.37701009764,0.986333236405932
2.036067481093659,253017.4034535239,0.9773189880779296
2.094240837696335,249000.7137428496,0.9834254143646409
2.152414194299011,253657.9203984962,0.9965106135504507
2.2105875509016872,290702.6529601609,0.997092177958709
2.268760907504363,201476.962484326,0.9808083745274789
2.326934264107039,326578.7076275234,0.9924396626926432
