effective_pass,train_objective,test_word_error
0.005817335660267597,16742.415017786177,1.0
0.058173356602675974,87589.30651870706,0.997092177958709
0.11634671320535195,64237.77508985133,0.997382960162838
0.17452006980802792,64260.08293153389,1.0
0.2326934264107039,65592.93218146724,1.0
0.29086678301337987,55798.708198007414,0.9994184355917418
0.34904013961605584,75044.80103640989,0.9976737423669672
0.4072134962187318,43611.11100457255,0.9997092177958709
0.4653868528214078,58883.86617116838,0.9968013957545798
0.5235602094240838,59382.40069532592,1.0
0.5817335660267597,53879.733859780914,0.997382960162838
0.6399069226294357,59045.61435356463,0.9997092177958709
0.6980802792321117,51606.72462376458,0.9994184355917418
0.7562536358347877,56293.9897979498,0.9979645245710963
0.8144269924374636,48720.206242355525,0.9965106135504507
0.8726003490401396,58427.53774083179,0.9994184355917418
0.9307737056428156,69270.38340274703,0.9997092177958709
0.9889470622454916,54164.05594900918,0.9947659203256761
1.0471204188481675,47752.870131964846,0.9947659203256761
1.1052937754508436,58832.038326498165,0.9997092177958709
1.1634671320535195,52941.70337260052,0.9991276533876127
1.2216404886561956,45126.378126905845,0.9962198313463216
1.2798138452588714,65113.23427033236,0.9994184355917418
1.3379872018615475,53324.617426839955,1.0
1.3961605584642234,53751.78071657192,0.9997092177958709
1.4543339150668995,61709.44174819061,0.9991276533876127
1.5125072716695753,58043.872647120654,1.0
1.5706806282722514,51879.83363180676,0.9912765338761268
1.6288539848749273,63666.94097466463,0.9997092177958709
1.6870273414776034,57864.98790619309,0.9941843559174178
1.7452006980802792,64410.70496153034,1.0
1.8033740546829553,59160.89810010025,1.0
1.8615474112856312,54762.50433605031,0.9994184355917418
1.9197207678883073,68403.1745601338,0.9933120093050305
1.9778941244909831,66074.82353125444,0.9997092177958709
2.036067481093659,58135.67132793063,0.9994184355917418
2.094240837696335,48795.75352000569,0.9979645245710963
2.152414194299011,65830.51256465373,0.9994184355917418
2.2105875509016872,53761.3042647715,0.9997092177958709
2.268760907504363,59477.06519076755,1.0
2.326934264107039,53881.248432367494,1.0
